transaction_id,date,customer_id,product_category,quantity,price_per_unit,sales,avg_item_value,is_high_value_transaction,is_bulk_purchase
837,2023-07-01,CUST837,Beauty,3,30,90,30.0,0,0
838,2023-05-13,CUST838,Electronics,2,300,600,300.0,0,0
839,2023-06-24,CUST839,Electronics,4,300,1200,300.0,1,0
840,2023-05-24,CUST840,Clothing,2,25,50,25.0,0,0
841,2023-11-02,CUST841,Electronics,4,25,100,25.0,0,0
842,2023-12-26,CUST842,Clothing,2,300,600,300.0,0,0
843,2023-05-22,CUST843,Beauty,3,500,1500,500.0,1,0
844,2023-10-12,CUST844,Clothing,3,50,150,50.0,0,0
845,2023-01-06,CUST845,Clothing,1,500,500,500.0,0,0
846,2023-09-22,CUST846,Beauty,1,50,50,50.0,0,0
847,2023-04-08,CUST847,Electronics,4,300,1200,300.0,1,0
848,2023-02-13,CUST848,Clothing,3,25,75,25.0,0,0
849,2023-05-04,CUST849,Clothing,2,25,50,25.0,0,0
850,2023-07-28,CUST850,Beauty,2,500,1000,500.0,0,0
851,2023-09-08,CUST851,Electronics,2,25,50,25.0,0,0
852,2023-10-12,CUST852,Clothing,1,300,300,300.0,0,0
853,2023-05-04,CUST853,Beauty,2,500,1000,500.0,0,0
854,2023-12-20,CUST854,Clothing,1,50,50,50.0,0,0
855,2023-09-01,CUST855,Beauty,1,25,25,25.0,0,0
856,2023-11-27,CUST856,Electronics,4,30,120,30.0,0,0
857,2023-12-31,CUST857,Electronics,2,25,50,25.0,0,0
858,2023-09-09,CUST858,Electronics,2,50,100,50.0,0,0
859,2023-08-18,CUST859,Electronics,3,500,1500,500.0,1,0
860,2023-01-09,CUST860,Clothing,4,50,200,50.0,0,0
861,2023-02-17,CUST861,Clothing,3,30,90,30.0,0,0
862,2023-05-31,CUST862,Electronics,4,300,1200,300.0,1,0
863,2023-04-24,CUST863,Electronics,2,25,50,25.0,0,0
864,2023-07-27,CUST864,Electronics,1,500,500,500.0,0,0
865,2023-12-21,CUST865,Clothing,1,300,300,300.0,0,0
866,2023-05-05,CUST866,Electronics,1,50,50,50.0,0,0
867,2023-06-06,CUST867,Electronics,1,500,500,500.0,0,0
868,2023-12-06,CUST868,Electronics,1,300,300,300.0,0,0
869,2023-10-25,CUST869,Beauty,3,500,1500,500.0,1,0
870,2023-07-08,CUST870,Electronics,4,30,120,30.0,0,0
871,2023-08-31,CUST871,Beauty,2,30,60,30.0,0,0
872,2023-10-11,CUST872,Beauty,3,25,75,25.0,0,0
873,2023-09-29,CUST873,Electronics,4,25,100,25.0,0,0
874,2023-06-26,CUST874,Beauty,1,30,30,30.0,0,0
875,2023-08-06,CUST875,Electronics,4,500,2000,500.0,1,0
876,2023-10-09,CUST876,Clothing,4,30,120,30.0,0,0
877,2023-06-19,CUST877,Clothing,1,25,25,25.0,0,0
878,2023-06-30,CUST878,Clothing,1,30,30,30.0,0,0
879,2023-12-26,CUST879,Clothing,1,30,30,30.0,0,0
880,2023-08-21,CUST880,Beauty,2,500,1000,500.0,0,0
881,2023-05-19,CUST881,Electronics,1,300,300,300.0,0,0
882,2023-06-06,CUST882,Electronics,2,25,50,25.0,0,0
883,2023-05-09,CUST883,Electronics,1,500,500,500.0,0,0
884,2023-04-29,CUST884,Clothing,2,30,60,30.0,0,0
885,2023-03-03,CUST885,Clothing,4,30,120,30.0,0,0
886,2023-04-09,CUST886,Electronics,3,300,900,300.0,0,0
887,2023-06-11,CUST887,Clothing,4,25,100,25.0,0,0
888,2023-03-03,CUST888,Electronics,4,25,100,25.0,0,0
889,2023-10-02,CUST889,Electronics,1,50,50,50.0,0,0
890,2023-12-20,CUST890,Electronics,2,25,50,25.0,0,0
891,2023-04-05,CUST891,Electronics,3,300,900,300.0,0,0
892,2023-04-09,CUST892,Electronics,1,50,50,50.0,0,0
893,2023-04-21,CUST893,Electronics,1,50,50,50.0,0,0
894,2023-09-05,CUST894,Electronics,1,30,30,30.0,0,0
895,2023-05-22,CUST895,Clothing,4,30,120,30.0,0,0
896,2023-10-29,CUST896,Electronics,2,25,50,25.0,0,0
897,2023-09-26,CUST897,Electronics,2,50,100,50.0,0,0
898,2023-11-02,CUST898,Clothing,3,30,90,30.0,0,0
899,2023-05-25,CUST899,Clothing,2,300,600,300.0,0,0
900,2023-02-21,CUST900,Clothing,2,30,60,30.0,0,0
901,2023-04-10,CUST901,Electronics,1,30,30,30.0,0,0
902,2023-06-01,CUST902,Beauty,1,50,50,50.0,0,0
903,2023-04-27,CUST903,Beauty,4,50,200,50.0,0,0
904,2023-07-04,CUST904,Clothing,1,500,500,500.0,0,0
905,2023-04-02,CUST905,Beauty,1,300,300,300.0,0,0
906,2023-06-04,CUST906,Clothing,1,50,50,50.0,0,0
907,2023-01-08,CUST907,Electronics,1,25,25,25.0,0,0
908,2023-12-29,CUST908,Beauty,4,300,1200,300.0,1,0
909,2023-10-01,CUST909,Electronics,1,300,300,300.0,0,0
910,2023-03-06,CUST910,Beauty,3,50,150,50.0,0,0
911,2023-05-21,CUST911,Electronics,3,300,900,300.0,0,0
912,2023-01-24,CUST912,Beauty,3,50,150,50.0,0,0
913,2023-01-28,CUST913,Electronics,3,30,90,30.0,0,0
914,2023-10-11,CUST914,Electronics,1,500,500,500.0,0,0
915,2023-05-30,CUST915,Beauty,3,30,90,30.0,0,0
916,2023-12-24,CUST916,Electronics,1,50,50,50.0,0,0
917,2023-03-06,CUST917,Electronics,4,50,200,50.0,0,0
918,2023-11-23,CUST918,Electronics,3,30,90,30.0,0,0
919,2023-09-09,CUST919,Beauty,2,25,50,25.0,0,0
920,2023-02-22,CUST920,Beauty,3,25,75,25.0,0,0
921,2023-01-07,CUST921,Electronics,3,25,75,25.0,0,0
922,2023-10-21,CUST922,Electronics,1,50,50,50.0,0,0
923,2023-05-26,CUST923,Beauty,3,300,900,300.0,0,0
924,2023-08-29,CUST924,Beauty,2,50,100,50.0,0,0
925,2023-09-03,CUST925,Electronics,1,300,300,300.0,0,0
926,2023-08-14,CUST926,Electronics,1,30,30,30.0,0,0
927,2023-06-24,CUST927,Electronics,4,500,2000,500.0,1,0
928,2023-04-05,CUST928,Clothing,4,300,1200,300.0,1,0
929,2023-01-27,CUST929,Beauty,3,25,75,25.0,0,0
930,2023-05-10,CUST930,Clothing,4,50,200,50.0,0,0
931,2023-09-02,CUST931,Beauty,4,30,120,30.0,0,0
932,2023-02-28,CUST932,Beauty,4,25,100,25.0,0,0
933,2023-02-03,CUST933,Beauty,1,30,30,30.0,0,0
934,2023-07-25,CUST934,Beauty,1,500,500,500.0,0,0
935,2023-09-09,CUST935,Beauty,1,50,50,50.0,0,0
936,2023-02-07,CUST936,Beauty,4,50,200,50.0,0,0
937,2023-10-23,CUST937,Beauty,1,500,500,500.0,0,0
938,2023-11-19,CUST938,Clothing,4,50,200,50.0,0,0
939,2023-12-18,CUST939,Electronics,1,300,300,300.0,0,0
940,2023-01-28,CUST940,Electronics,1,30,30,30.0,0,0
941,2023-03-19,CUST941,Clothing,2,25,50,25.0,0,0
942,2023-03-18,CUST942,Clothing,3,500,1500,500.0,1,0
943,2023-10-16,CUST943,Clothing,4,300,1200,300.0,1,0
944,2023-06-05,CUST944,Clothing,2,25,50,25.0,0,0
945,2023-02-13,CUST945,Beauty,1,25,25,25.0,0,0
946,2023-05-08,CUST946,Electronics,4,500,2000,500.0,1,0
947,2023-03-02,CUST947,Beauty,1,300,300,300.0,0,0
948,2023-10-13,CUST948,Electronics,3,25,75,25.0,0,0
949,2023-08-02,CUST949,Electronics,2,25,50,25.0,0,0
950,2023-11-07,CUST950,Clothing,3,300,900,300.0,0,0
951,2023-11-02,CUST951,Beauty,2,50,100,50.0,0,0
952,2023-11-13,CUST952,Clothing,1,25,25,25.0,0,0
953,2023-04-26,CUST953,Beauty,3,30,90,30.0,0,0
954,2023-09-25,CUST954,Electronics,3,300,900,300.0,0,0
955,2023-07-14,CUST955,Clothing,1,25,25,25.0,0,0
956,2023-08-19,CUST956,Clothing,3,500,1500,500.0,1,0
957,2023-08-15,CUST957,Electronics,4,30,120,30.0,0,0
958,2023-06-02,CUST958,Electronics,2,25,50,25.0,0,0
959,2023-10-29,CUST959,Electronics,2,30,60,30.0,0,0
960,2023-08-08,CUST960,Clothing,2,30,60,30.0,0,0
961,2023-06-06,CUST961,Beauty,4,50,200,50.0,0,0
962,2023-10-19,CUST962,Clothing,2,30,60,30.0,0,0
963,2023-11-14,CUST963,Beauty,1,50,50,50.0,0,0
964,2023-01-31,CUST964,Clothing,3,300,900,300.0,0,0
965,2023-11-09,CUST965,Clothing,4,50,200,50.0,0,0
966,2023-02-20,CUST966,Electronics,2,500,1000,500.0,0,0
967,2023-04-17,CUST967,Beauty,1,25,25,25.0,0,0
968,2023-11-17,CUST968,Clothing,3,300,900,300.0,0,0
969,2023-04-19,CUST969,Clothing,3,300,900,300.0,0,0
970,2023-05-16,CUST970,Electronics,4,500,2000,500.0,1,0
971,2023-12-05,CUST971,Electronics,4,50,200,50.0,0,0
972,2023-02-11,CUST972,Beauty,4,25,100,25.0,0,0
973,2023-03-22,CUST973,Clothing,1,50,50,50.0,0,0
974,2023-05-03,CUST974,Beauty,1,30,30,30.0,0,0
975,2023-03-30,CUST975,Clothing,4,50,200,50.0,0,0
976,2023-10-10,CUST976,Beauty,2,300,600,300.0,0,0
977,2023-02-08,CUST977,Electronics,3,25,75,25.0,0,0
978,2023-03-22,CUST978,Clothing,3,50,150,50.0,0,0
979,2023-01-02,CUST979,Beauty,1,25,25,25.0,0,0
980,2023-07-29,CUST980,Electronics,3,25,75,25.0,0,0
981,2023-08-19,CUST981,Electronics,2,30,60,30.0,0,0
982,2023-12-19,CUST982,Beauty,3,30,90,30.0,0,0
983,2023-11-01,CUST983,Clothing,1,300,300,300.0,0,0
984,2023-08-29,CUST984,Clothing,1,500,500,500.0,0,0
985,2023-05-30,CUST985,Electronics,2,25,50,25.0,0,0
986,2023-01-17,CUST986,Clothing,2,500,1000,500.0,0,0
987,2023-04-29,CUST987,Clothing,3,300,900,300.0,0,0
988,2023-05-28,CUST988,Clothing,3,25,75,25.0,0,0
989,2023-12-28,CUST989,Electronics,1,25,25,25.0,0,0
990,2023-05-25,CUST990,Beauty,2,500,1000,500.0,0,0
991,2023-12-26,CUST991,Clothing,2,50,100,50.0,0,0
992,2023-08-21,CUST992,Electronics,2,30,60,30.0,0,0
993,2023-02-06,CUST993,Electronics,3,50,150,50.0,0,0
994,2023-12-18,CUST994,Beauty,2,500,1000,500.0,0,0
995,2023-04-30,CUST995,Clothing,1,30,30,30.0,0,0
996,2023-05-16,CUST996,Clothing,1,50,50,50.0,0,0
997,2023-11-17,CUST997,Beauty,3,30,90,30.0,0,0
998,2023-10-29,CUST998,Beauty,4,25,100,25.0,0,0
999,2023-12-05,CUST999,Electronics,3,50,150,50.0,0,0
1000,2023-04-12,CUST1000,Electronics,4,30,120,30.0,0,0
